subjectID,calib_point_X,calib_point_Y,L_sample_valid,L_sample_X,L_sample_Y,R_sample_valid,R_sample_X,R_sample_Y
2018-06-22_debug1,0.5,0.5,1,0.501614391803741,0.442971080541611,1,0.510553896427155,0.38778230547905
2018-06-22_debug1,0.5,0.5,1,0.519896805286407,0.432328850030899,0,1.40129846432482e-45,1
2018-06-22_debug1,0.5,0.5,1,0.526228547096252,0.423157095909119,1,0.524791777133942,0.496424317359924
2018-06-22_debug1,0.5,0.5,1,0.533909201622009,0.415598273277283,1,0.526874840259552,0.420382648706436
2018-06-22_debug1,0.5,0.5,1,0.526541650295258,0.438652098178864,1,0.519636213779449,0.419797569513321
2018-06-22_debug1,0.5,0.5,1,0.522630572319031,0.42863592505455,1,0.514045834541321,0.437130063772202
2018-06-22_debug1,0.5,0.5,1,0.527898550033569,0.431201130151749,1,0.529068887233734,0.412808299064636
2018-06-22_debug1,0.5,0.5,1,0.521204829216003,0.438310950994492,1,0.518079578876495,0.424812704324722
2018-06-22_debug1,0.5,0.5,1,0.522237241268158,0.432626962661743,1,0.528321921825409,0.420908242464066
2018-06-22_debug1,0.5,0.5,1,0.52603554725647,0.433158546686172,1,0.524665892124176,0.409206479787827
2018-06-22_debug1,0.5,0.5,1,0.518839001655579,0.437815219163895,1,0.522150278091431,0.416263520717621
2018-06-22_debug1,0.5,0.5,1,0.521937072277069,0.422328650951385,1,0.519377648830414,0.419461607933044
2018-06-22_debug1,0.5,0.5,1,0.516606092453003,0.435425519943237,1,0.52240777015686,0.419903218746185
2018-06-22_debug1,0.899999976158142,0.899999976158142,1,0.841655492782593,0.966777741909027,1,0.83572655916214,0.978125691413879
2018-06-22_debug1,0.899999976158142,0.899999976158142,1,0.859575510025024,0.962932586669922,1,0.830090999603271,0.967563450336456
2018-06-22_debug1,0.899999976158142,0.899999976158142,1,0.852688610553741,0.962306559085846,1,0.835786461830139,0.976965963840485
2018-06-22_debug1,0.899999976158142,0.899999976158142,1,0.856345653533936,0.962672054767609,1,0.837828934192657,0.97271329164505
2018-06-22_debug1,0.899999976158142,0.899999976158142,1,0.859434485435486,0.958720862865448,1,0.833827137947083,0.981442868709564
2018-06-22_debug1,0.899999976158142,0.899999976158142,1,0.854885101318359,0.972452819347382,1,0.84927225112915,0.973845243453979
2018-06-22_debug1,0.899999976158142,0.899999976158142,1,0.860000014305115,0.96985650062561,1,0.83566027879715,0.977180361747742
2018-06-22_debug1,0.899999976158142,0.899999976158142,1,0.849262952804565,0.969041764736176,1,0.840792179107666,0.977770507335663
2018-06-22_debug1,0.899999976158142,0.899999976158142,1,0.844599843025208,0.968645572662354,1,0.838689208030701,0.97337818145752
2018-06-22_debug1,0.899999976158142,0.899999976158142,1,0.845565736293793,0.970104098320007,1,0.841256201267242,0.982338786125183
2018-06-22_debug1,0.899999976158142,0.899999976158142,1,0.847996950149536,0.980261504650116,1,0.838479459285736,0.980459749698639
2018-06-22_debug1,0.899999976158142,0.899999976158142,1,0.861694931983948,0.964758932590485,1,0.826828956604004,0.979733407497406
2018-06-22_debug1,0.899999976158142,0.100000001490116,1,0.795321941375732,0.177678540349007,1,0.816942274570465,0.190367624163628
2018-06-22_debug1,0.899999976158142,0.100000001490116,1,0.805208146572113,0.184920936822891,1,0.814657270908356,0.194616988301277
2018-06-22_debug1,0.899999976158142,0.100000001490116,1,0.792795777320862,0.167449206113815,1,0.811652839183807,0.19628894329071
2018-06-22_debug1,0.899999976158142,0.100000001490116,1,0.793808937072754,0.182976886630058,1,0.810860753059387,0.199782758951187
2018-06-22_debug1,0.899999976158142,0.100000001490116,1,0.800473690032959,0.172332495450974,1,0.803497135639191,0.180665001273155
2018-06-22_debug1,0.899999976158142,0.100000001490116,1,0.795037865638733,0.171544760465622,1,0.816258192062378,0.180919334292412
2018-06-22_debug1,0.899999976158142,0.100000001490116,1,0.802839040756226,0.1545180529356,1,0.810339212417603,0.160871624946594
2018-06-22_debug1,0.899999976158142,0.100000001490116,1,0.850671231746674,0.0297026019543409,1,0.881061434745789,0.0116178765892982
2018-06-22_debug1,0.899999976158142,0.100000001490116,1,0.861477136611938,0.0210343264043331,1,0.879607975482941,0.00883857253938913
2018-06-22_debug1,0.899999976158142,0.100000001490116,1,0.86056524515152,0.0100705372169614,1,0.8832888007164,-0.00483253877609968
2018-06-22_debug1,0.899999976158142,0.100000001490116,1,0.868369162082672,0.0148905273526907,1,0.883541882038116,0.00985093228518963
2018-06-22_debug1,0.899999976158142,0.100000001490116,1,0.867074608802795,2.96258676826255e-05,1,0.885119497776031,0.0119154872372746
2018-06-22_debug1,0.100000001490116,0.899999976158142,1,0.208936676383018,1.02947080135345,1,0.199823796749115,1.0079345703125
2018-06-22_debug1,0.100000001490116,0.899999976158142,1,0.206445187330246,1.02462601661682,1,0.194654017686844,1.02138638496399
2018-06-22_debug1,0.100000001490116,0.899999976158142,1,0.199031308293343,1.03447949886322,1,0.194769009947777,1.0095032453537
2018-06-22_debug1,0.100000001490116,0.899999976158142,1,0.223591133952141,1.01945316791534,1,0.203925639390945,1.01709270477295
2018-06-22_debug1,0.100000001490116,0.899999976158142,1,0.194266155362129,1.02286469936371,1,0.19892381131649,1.01846313476562
2018-06-22_debug1,0.100000001490116,0.899999976158142,1,0.220453903079033,1.01393890380859,1,0.199155002832413,1.01353192329407
2018-06-22_debug1,0.100000001490116,0.899999976158142,1,0.175227642059326,0.971667408943176,1,0.190232262015343,0.971213221549988
