subjectID,calib_point_X,calib_point_Y,L_sample_valid,L_sample_X,L_sample_Y,R_sample_valid,R_sample_X,R_sample_Y
2018-07-24_dummytesting-NoQT5,0.5,0.5,1,0.506490886211395,0.518487930297852,1,0.495373636484146,0.50499963760376
2018-07-24_dummytesting-NoQT5,0.5,0.5,1,0.484660059213638,0.552755653858185,1,0.508717000484467,0.495371639728546
2018-07-24_dummytesting-NoQT5,0.5,0.5,1,0.493194103240967,0.522888541221619,1,0.486399799585342,0.502604782581329
2018-07-24_dummytesting-NoQT5,0.5,0.5,1,0.49848660826683,0.518886625766754,1,0.505855977535248,0.491141676902771
2018-07-24_dummytesting-NoQT5,0.5,0.5,1,0.483391225337982,0.557777404785156,1,0.494033873081207,0.511364161968231
2018-07-24_dummytesting-NoQT5,0.5,0.5,1,0.48314905166626,0.521668434143066,1,0.506552219390869,0.508291780948639
2018-07-24_dummytesting-NoQT5,0.5,0.5,1,0.485311031341553,0.531557738780975,1,0.495396286249161,0.507907450199127
2018-07-24_dummytesting-NoQT5,0.5,0.5,1,0.489637136459351,0.544891059398651,1,0.501257956027985,0.507587730884552
2018-07-24_dummytesting-NoQT5,0.5,0.5,1,0.499586045742035,0.507105648517609,1,0.500173151493073,0.495749086141586
2018-07-24_dummytesting-NoQT5,0.5,0.5,1,0.483150780200958,0.528698980808258,1,0.503789961338043,0.48683163523674
2018-07-24_dummytesting-NoQT5,0.5,0.5,1,0.504399597644806,0.524582982063293,1,0.505471467971802,0.487495005130768
2018-07-24_dummytesting-NoQT5,0.5,0.5,1,0.495842635631561,0.52495014667511,1,0.505538940429688,0.506311118602753
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.899999976158142,1,0.864738404750824,0.870768964290619,1,0.878301441669464,0.859027743339539
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.899999976158142,1,0.857954263687134,0.871053099632263,1,0.868839502334595,0.875947833061218
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.899999976158142,1,0.873059451580048,0.860222041606903,1,0.864822804927826,0.867219686508179
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.899999976158142,1,0.874303817749023,0.867620587348938,0,0.901740729808807,0.0545698665082455
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.899999976158142,1,0.883170187473297,0.862865567207336,1,0.871004462242126,0.866301298141479
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.899999976158142,1,0.885137677192688,0.8783158659935,1,0.864385724067688,0.890137553215027
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.899999976158142,0,0.912608623504639,0.0446806065738201,1,0.880984008312225,0.861701130867004
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.899999976158142,1,0.896299242973328,0.846318423748016,1,0.881436049938202,0.870330512523651
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.899999976158142,1,0.864234030246735,0.872677803039551,1,0.859312832355499,0.885122299194336
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.899999976158142,1,0.871782541275024,0.864194095134735,1,0.875446319580078,0.854407966136932
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.899999976158142,1,0.870489656925201,0.871605336666107,1,0.868369221687317,0.883104205131531
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.899999976158142,1,0.883348882198334,0.872475922107697,1,0.87757933139801,0.88342273235321
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.899999976158142,1,0.887535035610199,0.867474555969238,1,0.860404431819916,0.880557656288147
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.899999976158142,1,0.865023255348206,0.866783916950226,1,0.868983209133148,0.894625008106232
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.100000001490116,1,0.926301300525665,0.0940375030040741,1,0.917064547538757,0.0843195915222168
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.100000001490116,1,0.932631194591522,0.0962380915880203,1,0.921081781387329,0.0764453932642937
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.100000001490116,1,0.941281497478485,0.0839851424098015,1,0.913954317569733,0.0896208137273788
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.100000001490116,1,0.932915091514587,0.0893504843115807,1,0.924068510532379,0.0892052128911018
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.100000001490116,1,0.935068249702454,0.0900625437498093,1,0.909865975379944,0.0774877965450287
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.100000001490116,1,0.923569917678833,0.0781860128045082,1,0.923319041728973,0.0777083858847618
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.100000001490116,1,0.920833945274353,0.0922287181019783,1,0.922142446041107,0.0662656649947166
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.100000001490116,1,0.927377939224243,0.104040503501892,1,0.919584810733795,0.0870184302330017
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.100000001490116,1,0.935294985771179,0.0767167136073112,1,0.919627130031586,0.0858484953641891
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.100000001490116,1,0.929536879062653,0.0793412104249001,1,0.917969822883606,0.0728372633457184
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.100000001490116,1,0.92133766412735,0.0743225589394569,1,0.916050136089325,0.0914975106716156
2018-07-24_dummytesting-NoQT5,0.899999976158142,0.100000001490116,1,0.929896891117096,0.0814662277698517,1,0.924016773700714,0.10631287842989
2018-07-24_dummytesting-NoQT5,0.100000001490116,0.899999976158142,1,0.12202350050211,0.909868359565735,1,0.11764370650053,0.915148615837097
